Neighborhood,categories,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.postalCode,location.state,name,referralId,venuePage.id,Rating
Fairview,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d02ea3a28926ea81da162c2,656 West Broadway,CA,Vancouver,Canada,,1352,"['656 West Broadway', 'Vancouver BC V5Z 1G1', 'Canada']","[{'label': 'display', 'lat': 49.263337, 'lng': -123.118587}]",49.263337,-123.118587,V5Z 1G1,BC,Via Veneto Ristorante Italiano,v-1563626120,,-1.0
South Cambie,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d12c84a0ad2f04d420baf54,1504-1596 West 14th Ave.,CA,Vancouver,Canada,,2448,"['1504-1596 West 14th Ave.', 'Vancouver BC V6J 2J1', 'Canada']","[{'label': 'display', 'lat': 49.258980940016066, 'lng': -123.1390869799676}]",49.258980940016066,-123.1390869799676,V6J 2J1,BC,Tratorria Italian Kitchen,v-1563626120,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4dbf5ef81e72dd48b1f1a22c,765 Beatty Street,CA,Vancouver,Canada,btw Robson and Georgia,1997,"['765 Beatty Street (btw Robson and Georgia)', 'Vancouver BC V6B 2M4', 'Canada']","[{'label': 'display', 'lat': 49.27805152154088, 'lng': -123.11325794229262}]",49.27805152154088,-123.11325794229262,V6B 2M4,BC,Frankies Italian Kitchen,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa7d4e7f964a520724d20e3,1037 Alberni St.,CA,Vancouver,Canada,btwn Burrard & Thurlow,1220,"['1037 Alberni St. (btwn Burrard & Thurlow)', 'Vancouver BC V6E 1A1', 'Canada']","[{'label': 'display', 'lat': 49.28442495040121, 'lng': -123.12218875251006}]",49.28442495040121,-123.12218875251006,V6E 1A1,BC,Italian Kitchen,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4aa92e4df964a520525220e3,126 Davie St.,CA,Vancouver,Canada,btwn Pacific Blvd. & Marinaside Crescent,1774,"['126 Davie St. (btwn Pacific Blvd. & Marinaside Crescent)', 'Vancouver BC V6Z 2Y1', 'Canada']","[{'label': 'display', 'lat': 49.27360431864816, 'lng': -123.12102746915714}]",49.27360431864816,-123.12102746915714,V6Z 2Y1,BC,Sciué Italian Bakery Caffé,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5c9bfdcebed483002cd08417,Davie st,CA,Vancouver,Canada,Burrard st,799,"['Davie st (Burrard st)', 'Vancouver BC V6E 1M5', 'Canada']","[{'label': 'display', 'lat': 49.279922, 'lng': -123.13038}]",49.279922,-123.13038,V6E 1M5,BC,Italian Tomato,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,50feceb2e4b02b4f6a0d0cb2,885 West Georgia,CA,Vancouver,Canada,Hornby,1396,"['885 West Georgia (Hornby)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28375315195239, 'lng': -123.11978217422548}]",49.28375315195239,-123.11978217422548,,BC,Sciue Italian Bakery Cafe,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5a0cf72a3d479150f4bf65ba,860 Burrard St,CA,Vancouver,Canada,,1134,"['860 Burrard St', 'Vancouver BC V6Z', 'Canada']","[{'label': 'display', 'lat': 49.28281086641633, 'lng': -123.12355244527359}]",49.28281086641633,-123.12355244527359,V6Z,BC,Italian Kitchen,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,5525cd05498e7bd6f8284262,101 Robson St,CA,Vancouver,Canada,Beatty,1960,"['101 Robson St (Beatty)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27767942533999, 'lng': -123.11403646249565}]",49.27767942533999,-123.11403646249565,,BC,Sciue Italian Bakery And Caffee,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d1d0941735', 'name': 'Dessert Shop', 'pluralName': 'Dessert Shops', 'shortName': 'Desserts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}, 'primary': True}]",False,51ef1e24498e4597786fbad8,,CA,,Canada,,318,['Canada'],"[{'label': 'display', 'lat': 49.28448, 'lng': -123.143374}]",49.28448,-123.143374,,,Gratta d' Oro Italian Shaved Ice,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,55957fcf498e8f669894ca53,1015 Burrard Street,CA,Vancouver,Canada,Comox Street,975,"['1015 Burrard Street (Comox Street)', 'Vancouver BC V6Z', 'Canada']","[{'label': 'display', 'lat': 49.28085258399596, 'lng': -123.1267084816111}]",49.28085258399596,-123.1267084816111,V6Z,BC,C-Prime Modern Italian Steak & Wine,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5653e329498e22f9d5e35dac,1725 Davie Street,CA,Vancouver,Canada,,277,"['1725 Davie Street', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28658293766292, 'lng': -123.14084706586299}]",49.28658293766292,-123.14084706586299,,BC,Grotto Italian,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4eefc782d5fbe9f4b1f525f5,1115 Melville St.,CA,Vancouver,Canada,Thurlow St.,1230,"['1115 Melville St. (Thurlow St.)', 'Vancouver BC V6E 0A7', 'Canada']","[{'label': 'display', 'lat': 49.2867927085584, 'lng': -123.12244195945912}]",49.2867927085584,-123.12244195945912,V6E 0A7,BC,Sciué Italian Bakery Caffé,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d124941735', 'name': 'Office', 'pluralName': 'Offices', 'shortName': 'Office', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",False,4edf9e2e02d54f50bc4f8ee4,405 - 889 West Pender Street,CA,Vancouver,Canada,,1641,"['405 - 889 West Pender Street', 'Vancouver BC V6C 3B2', 'Canada']","[{'label': 'display', 'lat': 49.28611602207501, 'lng': -123.11653503034256}]",49.28611602207501,-123.11653503034256,V6C 3B2,BC,Italian Chamber Of Commerce In Canada - West,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa8661bf964a5201f5120e3,1850 W 4th Ave,CA,Vancouver,Canada,btwn Burrard & Cypress St,1907,"['1850 W 4th Ave (btwn Burrard & Cypress St)', 'Vancouver BC V6J 1M3', 'Canada']","[{'label': 'display', 'lat': 49.26801508570274, 'lng': -123.14664995865456}]",49.26801508570274,-123.14664995865456,V6J 1M3,BC,Trattoria Italian Kitchen,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d102951735', 'name': 'Accessories Store', 'pluralName': 'Accessories Stores', 'shortName': 'Accessories', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_accessories_', 'suffix': '.png'}, 'primary': True}]",False,514a501b72da1638f190ad89,1204 Seymour Street,CA,Vancouver,Canada,Seymour Street at Davie,1338,"['1204 Seymour Street (Seymour Street at Davie)', 'Vancouver British Colombia V6B 2G4', 'Canada']","[{'label': 'display', 'lat': 49.276316821041135, 'lng': -123.1253457069397}]",49.276316821041135,-123.1253457069397,V6B 2G4,British Colombia,Pelle Italian Leather,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",False,4aad5fd7f964a520f75f20e3,800 West Pender St.,CA,Vancouver,Canada,at Howe St.,1670,"['800 West Pender St. (at Howe St.)', 'Vancouver BC V6C 1J8', 'Canada']","[{'label': 'display', 'lat': 49.28534805490103, 'lng': -123.11603075667476}]",49.28534805490103,-123.11603075667476,V6C 1J8,BC,Sciué Italian Bakery Caffé,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",False,4fa47b23e4b0ac15cf08616f,1520 Yew St.,CA,Vancouver,Canada,at Cornwall Ave.,1790,"['1520 Yew St. (at Cornwall Ave.)', 'Vancouver BC V6K 3E4', 'Canada']","[{'label': 'display', 'lat': 49.272212737264596, 'lng': -123.15507668090851}]",49.272212737264596,-123.15507668090851,V6K 3E4,BC,Paradiso Italian Gelato,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d111951735', 'name': 'Jewelry Store', 'pluralName': 'Jewelry Stores', 'shortName': 'Jewelry', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/jewelry_', 'suffix': '.png'}, 'primary': True}]",False,5129bee6e4b096ae4d2327fd,,CA,,Canada,,2338,['Canada'],"[{'label': 'display', 'lat': 49.278870626284906, 'lng': -123.10792696736199}]",49.278870626284906,-123.10792696736199,,,Italian Diamond Factory,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d1ff941735', 'name': 'Miscellaneous Shop', 'pluralName': 'Miscellaneous Shops', 'shortName': 'Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}, 'primary': True}]",False,4d3cbbe76e0aa1cd8ebbe52c,,CA,,Canada,,2407,['Canada'],"[{'label': 'display', 'lat': 49.279090572778045, 'lng': -123.10684857317382}]",49.279090572778045,-123.10684857317382,,,Italian Shoe Master,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,526d9a8f498e5b63d9118a50,,CA,,Canada,,2128,['Canada'],"[{'label': 'display', 'lat': 49.27780358893573, 'lng': -123.11147870769443}]",49.27780358893573,-123.11147870769443,,,Frankie's Italian Kitchen + Bar,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4bc54d1a0a30d13a70f0599c,1629 Yew St,CA,Vancouver,Canada,btw W. 1st Ave & York Ave,1878,"['1629 Yew St (btw W. 1st Ave & York Ave)', 'Vancouver BC V6K 3E6', 'Canada']","[{'label': 'display', 'lat': 49.27122083560716, 'lng': -123.15513968467712}]",49.27122083560716,-123.15513968467712,V6K 3E6,BC,Piatzo Fine Italian Restaurant,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,5b02328946e1b6002c256b1d,,CA,Vancouver,Canada,,506,"['Vancouver BC V6E 1Z8', 'Canada']","[{'label': 'display', 'lat': 49.281479, 'lng': -123.133641}]",49.281479,-123.133641,V6E 1Z8,BC,The Italians,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d127951735', 'name': 'Arts & Crafts Store', 'pluralName': 'Arts & Crafts Stores', 'shortName': 'Arts & Crafts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/artstore_', 'suffix': '.png'}, 'primary': True}]",False,50e8a0c5e4b09c384292dc12,88 Pender St W Suite 1073,CA,Vancouver,Canada,,2380,"['88 Pender St W Suite 1073', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28023748900084, 'lng': -123.1068320661716}]",49.28023748900084,-123.1068320661716,,BC,Marko's italian shoe doctor,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d1f8941735', 'name': 'Furniture / Home Store', 'pluralName': 'Furniture / Home Stores', 'shortName': 'Furniture / Home', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}, 'primary': True}]",False,4d40d2caadb6236ad41a8c40,1028 Mainland Street,CA,Vancouver,Canada,,1687,"['1028 Mainland Street', 'Vancouver BC V6b2t4', 'Canada']","[{'label': 'display', 'lat': 49.27595330095783, 'lng': -123.11970382883372}]",49.27595330095783,-123.11970382883372,V6b2t4,BC,Italinteriors,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4aa82da4f964a520db4f20e3,1136 Robson St,CA,Vancouver,Canada,btwn Bute and Thurlow,964,"['1136 Robson St (btwn Bute and Thurlow)', 'Vancouver BC V6E 1B2', 'Canada']","[{'label': 'display', 'lat': 49.285251035768425, 'lng': -123.12576475717985}]",49.285251035768425,-123.12576475717985,V6E 1B2,BC,Zefferelli's Spaghetti Joint,v-1563626121,,-1.0
West End,"[{'id': '4bf58dd8d48988d130941735', 'name': 'Building', 'pluralName': 'Buildings', 'shortName': 'Building', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",False,4f1630ebe4b09e58a5c643ca,500 - 510 W Hastings,CA,Vancouver,Canada,,2096,"['500 - 510 W Hastings', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.278558767573905, 'lng': -123.11154281061908}]",49.278558767573905,-123.11154281061908,,BC,Istituto Italiano di Cultura,v-1563626121,,-1.0
Renfrew-Collingwood,"[{'id': '4bf58dd8d48988d171941735', 'name': 'Event Space', 'pluralName': 'Event Spaces', 'shortName': 'Event Space', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/eventspace_', 'suffix': '.png'}, 'primary': True}]",False,4ae89c15f964a520cfb021e3,3065 Slocan Ave,CA,Vancouver,Canada,Grandview Highway,1592,"['3065 Slocan Ave (Grandview Highway)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.25692811069469, 'lng': -123.05038229212333}]",49.25692811069469,-123.05038229212333,,BC,Italian Cultural Centre,v-1563626122,,-1.0
Renfrew-Collingwood,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d96a4ea61a3a1cd88e2a142,3075 Slocan Street,CA,Vancouver,Canada,,1607,"['3075 Slocan Street', 'Vancouver BC V5M 4A3', 'Canada']","[{'label': 'display', 'lat': 49.25730949949607, 'lng': -123.0499235781696}]",49.25730949949607,-123.0499235781696,V5M 4A3,BC,Dario Italian Restaurant,v-1563626122,,-1.0
Renfrew-Collingwood,"[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",False,55ce418f498e381605eb29a3,3075 Slocan St,CA,Vancouver,Canada,,1516,"['3075 Slocan St', 'Vancouver BC V5M 3E4', 'Canada']","[{'label': 'display', 'lat': 49.256488, 'lng': -123.0495414}]",49.256488,-123.0495414,V5M 3E4,BC,La Piazza Dario Restaurante Italiano,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4b285f43f964a520e29224e3,3296 E 1st Ave,CA,Vancouver,Canada,at Rupert St,43,"['3296 E 1st Ave (at Rupert St)', 'Vancouver BC V5M 1B8', 'Canada']","[{'label': 'display', 'lat': 49.26912795619459, 'lng': -123.03403454099174}]",49.26912795619459,-123.03403454099174,V5M 1B8,BC,Poor Italian Trattoria,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '52f2ab2ebcbc57f1066b8b19', 'name': 'Gun Shop', 'pluralName': 'Gun Shops', 'shortName': 'Gun Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/gun_', 'suffix': '.png'}, 'primary': True}]",False,4d0d481b3905b1f7d77c994b,804 Renfrew St,CA,Vancouver,Canada,,1202,"['804 Renfrew St', 'Vancouver BC V5K 4B6', 'Canada']","[{'label': 'display', 'lat': 49.277214, 'lng': -123.044127}]",49.277214,-123.044127,V5K 4B6,BC,Italian Sporting Goods,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4bc925ff511f95212852adc7,3891 E Hastings St.,CA,Burnaby,Canada,at Ingleton Ave.,1754,"['3891 E Hastings St. (at Ingleton Ave.)', 'Burnaby BC V5C 2H7', 'Canada']","[{'label': 'display', 'lat': 49.28112107890376, 'lng': -123.01883159096586}]",49.28112107890376,-123.01883159096586,V5C 2H7,BC,L' Artista Italian Restaurant,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d171941735', 'name': 'Event Space', 'pluralName': 'Event Spaces', 'shortName': 'Event Space', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/eventspace_', 'suffix': '.png'}, 'primary': True}]",False,4ae89c15f964a520cfb021e3,3065 Slocan Ave,CA,Vancouver,Canada,Grandview Highway,1783,"['3065 Slocan Ave (Grandview Highway)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.25692811069469, 'lng': -123.05038229212333}]",49.25692811069469,-123.05038229212333,,BC,Italian Cultural Centre,v-1563626122,,-1.0
Hastings-Sunrise,[],False,4b5b4df8f964a5201ff328e3,,CA,,Canada,,855,['Canada'],"[{'label': 'display', 'lat': 49.272515377181335, 'lng': -123.04410092768596}]",49.272515377181335,-123.04410092768596,,,Adelina's Italian Grocery,v-1563626122,,-1.0
