Neighborhood,categories,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.postalCode,location.state,name,referralId,venuePage.id,Rating
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d124941735', 'name': 'Office', 'pluralName': 'Offices', 'shortName': 'Office', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",False,51bb9befabd8d4c58608e853,3853 Hastings Street,CA,Burnaby,Canada,Ingleton,1732,"['3853 Hastings Street (Ingleton)', 'Burnaby BC V5C 2H7', 'Canada']","[{'label': 'display', 'lat': 49.28116031914952, 'lng': -123.01940917968751}]",49.28116031914952,-123.01940917968751,V5C 2H7,BC,Italian Directory,v-1563626122,62333749,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d15a941735', 'name': 'Garden', 'pluralName': 'Gardens', 'shortName': 'Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/garden_', 'suffix': '.png'}, 'primary': True}]",False,4d65721e5a27b1f7ffafff5d,9-91 Renfrew St,CA,Vancouver,Canada,,1581,"['9-91 Renfrew St', 'Vancouver BC V5K 4A5', 'Canada']","[{'label': 'display', 'lat': 49.28132893170782, 'lng': -123.04398774103468}]",49.28132893170782,-123.04398774103468,V5K 4A5,BC,Il Giardino Italiano,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4dc486c7d22dafda2f8debd5,2469 Hastings St. E.,CA,Vancouver,Canada,Kamloops St.,1834,"['2469 Hastings St. E. (Kamloops St.)', 'Vancouver BC V5K 1Y8', 'Canada']","[{'label': 'display', 'lat': 49.279308545523065, 'lng': -123.05323447487858}]",49.279308545523065,-123.05323447487858,V5K 1Y8,BC,Bianca-Maria Italian Foods,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}]",False,58b77f76109dfe053d1187c2,2638 East Hastings St,CA,Vancouver,Canada,Penticton,1849,"['2638 East Hastings St (Penticton)', 'Vancouver BC V5K 0A4', 'Canada']","[{'label': 'display', 'lat': 49.281006, 'lng': -123.05103}]",49.281006,-123.05103,V5K 0A4,BC,Al Buco Italian Pizza,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d96a4ea61a3a1cd88e2a142,3075 Slocan Street,CA,Vancouver,Canada,,1730,"['3075 Slocan Street', 'Vancouver BC V5M 4A3', 'Canada']","[{'label': 'display', 'lat': 49.25730949949607, 'lng': -123.0499235781696}]",49.25730949949607,-123.0499235781696,V5M 4A3,BC,Dario Italian Restaurant,v-1563626122,,-1.0
Hastings-Sunrise,"[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",False,55ce418f498e381605eb29a3,3075 Slocan St,CA,Vancouver,Canada,,1780,"['3075 Slocan St', 'Vancouver BC V5M 3E4', 'Canada']","[{'label': 'display', 'lat': 49.256488, 'lng': -123.0495414}]",49.256488,-123.0495414,V5M 3E4,BC,La Piazza Dario Restaurante Italiano,v-1563626122,,-1.0
Kensington-Cedar Cottage,"[{'id': '4bf58dd8d48988d171941735', 'name': 'Event Space', 'pluralName': 'Event Spaces', 'shortName': 'Event Space', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/eventspace_', 'suffix': '.png'}, 'primary': True}]",False,4ae89c15f964a520cfb021e3,3065 Slocan Ave,CA,Vancouver,Canada,Grandview Highway,1672,"['3065 Slocan Ave (Grandview Highway)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.25692811069469, 'lng': -123.05038229212333}]",49.25692811069469,-123.05038229212333,,BC,Italian Cultural Centre,v-1563626123,,-1.0
Kensington-Cedar Cottage,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d96a4ea61a3a1cd88e2a142,3075 Slocan Street,CA,Vancouver,Canada,,1726,"['3075 Slocan Street', 'Vancouver BC V5M 4A3', 'Canada']","[{'label': 'display', 'lat': 49.25730949949607, 'lng': -123.0499235781696}]",49.25730949949607,-123.0499235781696,V5M 4A3,BC,Dario Italian Restaurant,v-1563626123,,-1.0
Kensington-Cedar Cottage,"[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",False,55ce418f498e381605eb29a3,3075 Slocan St,CA,Vancouver,Canada,,1673,"['3075 Slocan St', 'Vancouver BC V5M 3E4', 'Canada']","[{'label': 'display', 'lat': 49.256488, 'lng': -123.0495414}]",49.256488,-123.0495414,V5M 3E4,BC,La Piazza Dario Restaurante Italiano,v-1563626123,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4dbf5ef81e72dd48b1f1a22c,765 Beatty Street,CA,Vancouver,Canada,btw Robson and Georgia,1788,"['765 Beatty Street (btw Robson and Georgia)', 'Vancouver BC V6B 2M4', 'Canada']","[{'label': 'display', 'lat': 49.27805152154088, 'lng': -123.11325794229262}]",49.27805152154088,-123.11325794229262,V6B 2M4,BC,Frankies Italian Kitchen,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,5525cd05498e7bd6f8284262,101 Robson St,CA,Vancouver,Canada,Beatty,1816,"['101 Robson St (Beatty)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27767942533999, 'lng': -123.11403646249565}]",49.27767942533999,-123.11403646249565,,BC,Sciue Italian Bakery And Caffee,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4aa92e4df964a520525220e3,126 Davie St.,CA,Vancouver,Canada,btwn Pacific Blvd. & Marinaside Crescent,2142,"['126 Davie St. (btwn Pacific Blvd. & Marinaside Crescent)', 'Vancouver BC V6Z 2Y1', 'Canada']","[{'label': 'display', 'lat': 49.27360431864816, 'lng': -123.12102746915714}]",49.27360431864816,-123.12102746915714,V6Z 2Y1,BC,Sciué Italian Bakery Caffé,v-1563626124,,-1.0
Strathcona,[],False,557da51b498e1a9640244f08,,CA,Vancouver,Canada,,1647,"['Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.26780795135773, 'lng': -123.06963658873987}]",49.26780795135773,-123.06963658873987,,BC,Italian Day commercial drive,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",False,4f440db1e4b08c6c29a33de6,Princess,CA,Vancouver,Canada,Union,855,"['Princess (Union)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27750737720035, 'lng': -123.09166467497332}]",49.27750737720035,-123.09166467497332,,BC,Benny's italian,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d1ff941735', 'name': 'Miscellaneous Shop', 'pluralName': 'Miscellaneous Shops', 'shortName': 'Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}, 'primary': True}]",False,4d3cbbe76e0aa1cd8ebbe52c,,CA,,Canada,,1486,['Canada'],"[{'label': 'display', 'lat': 49.279090572778045, 'lng': -123.10684857317382}]",49.279090572778045,-123.10684857317382,,,Italian Shoe Master,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d111951735', 'name': 'Jewelry Store', 'pluralName': 'Jewelry Stores', 'shortName': 'Jewelry', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/jewelry_', 'suffix': '.png'}, 'primary': True}]",False,5129bee6e4b096ae4d2327fd,,CA,,Canada,,1527,['Canada'],"[{'label': 'display', 'lat': 49.278870626284906, 'lng': -123.10792696736199}]",49.278870626284906,-123.10792696736199,,,Italian Diamond Factory,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d124951735', 'name': 'Automotive Shop', 'pluralName': 'Automotive Shops', 'shortName': 'Automotive', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}, 'primary': True}]",False,4dfbcc841f6e91394d352efb,620 Clarke Dr.,CA,Vancouver,Canada,,1741,"['620 Clarke Dr.', 'Vancouver BC V5L 3H8', 'Canada']","[{'label': 'display', 'lat': 49.281695, 'lng': -123.076489}]",49.281695,-123.076489,V5L 3H8,BC,Italian Motors Ltd.,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",False,4f9f06f3e4b0614494d832ea,621 Main St,CA,,Canada,,1150,"['621 Main St', 'Canada']","[{'label': 'display', 'lat': 49.278884, 'lng': -123.099744}]",49.278884,-123.099744,,,Todo- Italian ingredient,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,526d9a8f498e5b63d9118a50,,CA,,Canada,,1663,['Canada'],"[{'label': 'display', 'lat': 49.27780358893573, 'lng': -123.11147870769443}]",49.27780358893573,-123.11147870769443,,,Frankie's Italian Kitchen + Bar,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d127951735', 'name': 'Arts & Crafts Store', 'pluralName': 'Arts & Crafts Stores', 'shortName': 'Arts & Crafts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/artstore_', 'suffix': '.png'}, 'primary': True}]",False,50e8a0c5e4b09c384292dc12,88 Pender St W Suite 1073,CA,Vancouver,Canada,,1577,"['88 Pender St W Suite 1073', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28023748900084, 'lng': -123.1068320661716}]",49.28023748900084,-123.1068320661716,,BC,Marko's italian shoe doctor,v-1563626124,,-1.0
Strathcona,"[{'id': '5032833091d4c4b30a586d60', 'name': 'Motorcycle Shop', 'pluralName': 'Motorcycle Shops', 'shortName': 'Motorcycle Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/motorcycle_', 'suffix': '.png'}, 'primary': True}]",False,4bd0afa677b29c74da438b82,1764 Powell Street,CA,Vancouver,Canada,,2347,"['1764 Powell Street', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28413114798455, 'lng': -123.06835987820227}]",49.28413114798455,-123.06835987820227,,BC,British Italian Motorcycles,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d1f8941735', 'name': 'Furniture / Home Store', 'pluralName': 'Furniture / Home Stores', 'shortName': 'Furniture / Home', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/furniture_', 'suffix': '.png'}, 'primary': True}]",False,4d40d2caadb6236ad41a8c40,1028 Mainland Street,CA,Vancouver,Canada,,2117,"['1028 Mainland Street', 'Vancouver BC V6b2t4', 'Canada']","[{'label': 'display', 'lat': 49.27595330095783, 'lng': -123.11970382883372}]",49.27595330095783,-123.11970382883372,V6b2t4,BC,Italinteriors,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d130941735', 'name': 'Building', 'pluralName': 'Buildings', 'shortName': 'Building', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",False,4f1630ebe4b09e58a5c643ca,500 - 510 W Hastings,CA,Vancouver,Canada,,1713,"['500 - 510 W Hastings', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.278558767573905, 'lng': -123.11154281061908}]",49.278558767573905,-123.11154281061908,,BC,Istituto Italiano di Cultura,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4f71ee66e4b0880630c29750,1716 E. Hastings,CA,Vancouver,Canada,Commercial Drive,2039,"['1716 E. Hastings (Commercial Drive)', 'Vancouver BC V5L 1S9', 'Canada']","[{'label': 'display', 'lat': 49.28123233687998, 'lng': -123.07012566002663}]",49.28123233687998,-123.07012566002663,V5L 1S9,BC,Flavio Caffe Italiano,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4b722a80f964a52020722de3,1537 Commercial Drive,CA,Vancouver,Canada,,1612,"['1537 Commercial Drive', 'Vancouver BC V5L 3Y1', 'Canada']","[{'label': 'display', 'lat': 49.27090872824427, 'lng': -123.06997153087221}]",49.27090872824427,-123.06997153087221,V5L 3Y1,BC,Arriva Restaurante Italiano,v-1563626124,,-1.0
Strathcona,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4d02ea3a28926ea81da162c2,656 West Broadway,CA,Vancouver,Canada,,2054,"['656 West Broadway', 'Vancouver BC V5Z 1G1', 'Canada']","[{'label': 'display', 'lat': 49.263337, 'lng': -123.118587}]",49.263337,-123.118587,V5Z 1G1,BC,Via Veneto Ristorante Italiano,v-1563626124,,-1.0
Grandview-Woodland,"[{'id': '52f2ab2ebcbc57f1066b8b19', 'name': 'Gun Shop', 'pluralName': 'Gun Shops', 'shortName': 'Gun Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/gun_', 'suffix': '.png'}, 'primary': True}]",False,4d0d481b3905b1f7d77c994b,804 Renfrew St,CA,Vancouver,Canada,,1822,"['804 Renfrew St', 'Vancouver BC V5K 4B6', 'Canada']","[{'label': 'display', 'lat': 49.277214, 'lng': -123.044127}]",49.277214,-123.044127,V5K 4B6,BC,Italian Sporting Goods,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d124951735', 'name': 'Automotive Shop', 'pluralName': 'Automotive Shops', 'shortName': 'Automotive', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}, 'primary': True}]",False,4dfbcc841f6e91394d352efb,620 Clarke Dr.,CA,Vancouver,Canada,,593,"['620 Clarke Dr.', 'Vancouver BC V5L 3H8', 'Canada']","[{'label': 'display', 'lat': 49.281695, 'lng': -123.076489}]",49.281695,-123.076489,V5L 3H8,BC,Italian Motors Ltd.,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '5032833091d4c4b30a586d60', 'name': 'Motorcycle Shop', 'pluralName': 'Motorcycle Shops', 'shortName': 'Motorcycle Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/motorcycle_', 'suffix': '.png'}, 'primary': True}]",False,4bd0afa677b29c74da438b82,1764 Powell Street,CA,Vancouver,Canada,,284,"['1764 Powell Street', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.28413114798455, 'lng': -123.06835987820227}]",49.28413114798455,-123.06835987820227,,BC,British Italian Motorcycles,v-1563626125,,-1.0
Grandview-Woodland,[],False,557da51b498e1a9640244f08,,CA,Vancouver,Canada,,1535,"['Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.26780795135773, 'lng': -123.06963658873987}]",49.26780795135773,-123.06963658873987,,BC,Italian Day commercial drive,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4dc486c7d22dafda2f8debd5,2469 Hastings St. E.,CA,Vancouver,Canada,Kamloops St.,1123,"['2469 Hastings St. E. (Kamloops St.)', 'Vancouver BC V5K 1Y8', 'Canada']","[{'label': 'display', 'lat': 49.279308545523065, 'lng': -123.05323447487858}]",49.279308545523065,-123.05323447487858,V5K 1Y8,BC,Bianca-Maria Italian Foods,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}]",False,58b77f76109dfe053d1187c2,2638 East Hastings St,CA,Vancouver,Canada,Penticton,1256,"['2638 East Hastings St (Penticton)', 'Vancouver BC V5K 0A4', 'Canada']","[{'label': 'display', 'lat': 49.281006, 'lng': -123.05103}]",49.281006,-123.05103,V5K 0A4,BC,Al Buco Italian Pizza,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",False,4f440db1e4b08c6c29a33de6,Princess,CA,Vancouver,Canada,Union,1755,"['Princess (Union)', 'Vancouver BC', 'Canada']","[{'label': 'display', 'lat': 49.27750737720035, 'lng': -123.09166467497332}]",49.27750737720035,-123.09166467497332,,BC,Benny's italian,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d15a941735', 'name': 'Garden', 'pluralName': 'Gardens', 'shortName': 'Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/garden_', 'suffix': '.png'}, 'primary': True}]",False,4d65721e5a27b1f7ffafff5d,9-91 Renfrew St,CA,Vancouver,Canada,,1766,"['9-91 Renfrew St', 'Vancouver BC V5K 4A5', 'Canada']","[{'label': 'display', 'lat': 49.28132893170782, 'lng': -123.04398774103468}]",49.28132893170782,-123.04398774103468,V5K 4A5,BC,Il Giardino Italiano,v-1563626125,,-1.0
Grandview-Woodland,[],False,4b5b4df8f964a5201ff328e3,,CA,,Canada,,2026,['Canada'],"[{'label': 'display', 'lat': 49.272515377181335, 'lng': -123.04410092768596}]",49.272515377181335,-123.04410092768596,,,Adelina's Italian Grocery,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4f71ee66e4b0880630c29750,1716 E. Hastings,CA,Vancouver,Canada,Commercial Drive,136,"['1716 E. Hastings (Commercial Drive)', 'Vancouver BC V5L 1S9', 'Canada']","[{'label': 'display', 'lat': 49.28123233687998, 'lng': -123.07012566002663}]",49.28123233687998,-123.07012566002663,V5L 1S9,BC,Flavio Caffe Italiano,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",False,4f9f06f3e4b0614494d832ea,621 Main St,CA,,Canada,,2302,"['621 Main St', 'Canada']","[{'label': 'display', 'lat': 49.278884, 'lng': -123.099744}]",49.278884,-123.099744,,,Todo- Italian ingredient,v-1563626125,,-1.0
Grandview-Woodland,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",False,4b722a80f964a52020722de3,1537 Commercial Drive,CA,Vancouver,Canada,,1193,"['1537 Commercial Drive', 'Vancouver BC V5L 3Y1', 'Canada']","[{'label': 'display', 'lat': 49.27090872824427, 'lng': -123.06997153087221}]",49.27090872824427,-123.06997153087221,V5L 3Y1,BC,Arriva Restaurante Italiano,v-1563626125,,-1.0
